edge,spieceasi.weight,from,to
Otu000001_to_Otu000002,-0.205516218992615,Otu000001,Otu000002
Otu000001_to_Otu000003,0.323902534013918,Otu000001,Otu000003
Otu000002_to_Otu000003,-0.046850856588697,Otu000002,Otu000003
Otu000002_to_Otu000014,-0.0468181803650351,Otu000002,Otu000014
Otu000002_to_Otu000556,0.362466506536265,Otu000002,Otu000556
