,edge,spieceasi.weight,from,to
1,Otu000010_to_Otu000012,0.0123872363824798,Otu000010,Otu000012
2,Otu000013_to_Otu000018,0.00752459682849371,Otu000013,Otu000018
3,Otu000026_to_Otu000076,0.0374344183885215,Otu000026,Otu000076
