edge,Pcr,Ppval,from,to
Otu000001_to_Otu000002,-0.568018951034293,1.66400128413375e-05,Otu000001,Otu000002
Otu000002_to_Otu000003,-0.59159988648141,1.18431433718013e-05,Otu000002,Otu000003
Otu000002_to_Otu000556,0.572705724596089,1.66400128413375e-05,Otu000002,Otu000556
Otu000042_to_Otu000082,0.528900672629396,0.000107552142775825,Otu000042,Otu000082
