edge,from,to,spieceasi.weight,Pcr,Ppval,sparcc.corr,sparcc.ppvals,union.corr
Otu000002_to_Otu000005,Otu000002,Otu000005,-0.126665285481127,-0.53183259066691,8.83297448767289e-06,NA,NA,-0.329248938074019
Otu000005_to_Otu000006,Otu000005,Otu000006,0.566513144533864,0.694802665707688,3.3526966103361e-11,NA,NA,0.630657905120776
Otu000005_to_Otu000017,Otu000005,Otu000017,0.43645740659615,0.58537551865375,3.58065002583812e-07,0.734645970168381,0.018,0.585492965139427
Otu000006_to_Otu000017,Otu000006,Otu000017,0.010296546721171,0.543346541522806,4.57387965068187e-06,NA,NA,0.276821544121989
Otu000011_to_Otu000019,Otu000011,Otu000019,0.199618340698783,0.666209397100464,3.15606906374846e-10,NA,NA,0.432913868899624
Otu000069_to_Otu000123,Otu000069,Otu000123,0.0610685832279284,0.52089235091461,1.62682440928224e-05,NA,NA,0.290980467071269
Otu000156_to_Otu000327,Otu000156,Otu000327,0.0760347918221944,0.622070142757785,2.11907968860534e-08,NA,NA,0.34905246728999
Otu000294_to_Otu000519,Otu000294,Otu000519,0.0147562225987156,0.539199252015918,5.67692071512429e-06,NA,NA,0.276977737307317
